Question,Answer
หลักประกันสุขภาพถ้วนหน้ามีความสำคัญอย่างไรต่อประชาชน? ก. ทำให้ประชาชนเข้าถึงบริการสุขภาพที่จำเป็นโดยไม่มีอุปสรรคทางการเงิน ข. เพิ่มภาระค่าใช้จ่ายด้านสุขภาพ ค. จำกัดการเข้าถึงบริการสุขภาพ ง. ไม่มีข้อใดถูกต้อง,
ยาน้ำมันสารสกัดกัญชาที่มี delta-9-tetrahydrocannabinol (THC) ความแรงไม่เกินกี่ mg/drop จัดอยู่ในสิทธิประโยชน์ใหม่? ก. 0.5 mg/drop ข. 1 mg/drop ค. 2 mg/drop ง. 3 mg/drop,
"เรือหางยาวเร็วสำหรับระยะทางไป-กลับ 16-50 กิโลเมตรมีค่าใช้จ่ายตามจริงไม่เกินเท่าใด? ก. 3,000 บาท ข. 4,000 บาท ค. 5,000 บาท ง. 10,000 บาท",
คนไข้มาด้วยอาการปวดท้องรุนแรง คลื่นไส้ อาเจียน สงสัยไส้ติ่งอักเสบ ต้องการผ่าตัดด่วน แต่แพ้ยาชา Lidocaine ควรใช้ยาชาอะไรแทน? ก. Bupivacaine ข. Procaine ค. Articaine ง. ปรึกษาแพทย์ชำนาญการ,
หน่วยบริการใดที่สามารถให้บริการผ่าตัดเปลี่ยนกระจกตาในปี 2567? ก. หน่วยบริการในเครือข่ายโรงพยาบาลเอกชน ข. หน่วยบริการที่เข้าร่วมในเครือข่ายบริการดวงตาร่วมกับศูนย์ดวงตาสภากาชาดไทย ค. หน่วยบริการในเครือข่ายโรงพยาบาลต่างประเทศ ง. หน่วยบริการทั่วไป,
ผู้ป่วยชาย หมดสติ พบป้าย ID บริเวณเสื้อเขียน 'Chaiwat Somjai' ต้องการข้อมูลการแพ้ยาด่วน ผู้ป่วยแพ้อะไรบ้าง? ก. Nuts ข. Penicillin ค. Sulfa drugs ง. ไม่มีข้อมูลการแพ้,
สิทธิประโยชน์ด้านทันตกรรมครอบคลุมถึงการรักษาใดบ้าง? ก. ถอนฟัน ข. อุดฟัน ค. ขูดหินปูน ง. ถูกทุกข้อ,
การตรวจ Anti-HIV ในบริการป้องกันการติดเชื้อเอชไอวีด้วยยาต้านไวรัสมีอัตราจ่ายเท่าใดต่อครั้ง? ก. 20 บาท ข. 80 บาท ค. 140 บาท ง. 240 บาท,
สิทธิใดที่สามารถรับบริการผ่าตัดผ่านกล้อง MIS ได้? ก. สิทธิหลักประกันสุขภาพแห่งชาติ ข. สิทธิผู้ประกันตนคนพิการ (D1) ค. สิทธิประกันสุขภาพส่วนบุคคล ง. ก และ ข,
หน่วยบริการที่ให้บริการดูแลผู้ป่วยระยะกลางแบบผู้ป่วยในต้องใช้ระบบใดในการบันทึกข้อมูล? ก. ระบบ e-Claim ข. ระบบ DRGs ค. ระบบ Barthel ADL ง. ระบบจัดการผู้ป่วย,
อายุเท่าใดที่ถือว่าเป็นหนึ่งในหลักเกณฑ์การจ่ายค่าใช้จ่ายสำหรับการตรวจพบวัณโรคระยะแฝง? ก. ≤ 15 ปี ข. ≤ 18 ปี ค. ≥ 60 ปี ง. ≥ 65 ปี,
การคัดกรองธาลัสซีเมียในสามีหรือคู่ของหญิงตั้งครรภ์มีค่าใช้จ่ายเท่าใด? ก. 100 บาท ข. 120 บาท ค. 150 บาท ง. 200 บาท,
สำหรับสิทธิ อปท. การส่งข้อมูลล่าช้ากว่ากำหนดไม่เกิน 30 วัน จะจ่ายค่ารักษาพยาบาลเป็นร้อยละเท่าใด? ก. 95 ข. 90 ค. 85 ง. 80,
